Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Frequently,Sales,1,4,3,Male,1,Sales Executive,Divorced,9525,1,No,3,3,2,6,2,2,6,3,1,3
40,Yes,Travel_Rarely,Sales,22,2,3,Male,2,Sales Executive,Married,6380,2,Yes,3,1,2,8,6,3,6,4,1,0
34,No,Travel_Rarely,Sales,2,3,3,Female,3,Sales Executive,Single,4538,0,Yes,3,4,0,4,3,3,3,2,0,2
58,No,Travel_Rarely,Research & Development,23,4,1,Male,3,Research Scientist,Divorced,2372,1,No,3,4,2,2,3,3,2,2,2,2
40,No,Travel_Rarely,Research & Development,24,2,1,Male,3,Research Scientist,Divorced,3319,1,No,3,1,2,9,3,3,9,8,4,7
35,Yes,Travel_Frequently,Research & Development,25,4,4,Female,3,Research Scientist,Divorced,2022,1,Yes,3,1,1,10,3,2,10,2,7,8
39,No,Non-Travel,Research & Development,9,3,3,Male,3,Laboratory Technician,Single,6782,9,No,3,3,0,9,2,2,5,4,0,3
44,No,Travel_Rarely,Research & Development,8,4,1,Male,4,Laboratory Technician,Married,2818,2,Yes,4,3,1,10,2,2,3,2,0,2
24,Yes,Travel_Rarely,Research & Development,17,2,4,Female,3,Laboratory Technician,Married,2210,1,No,3,1,1,1,3,1,1,0,0,0
32,No,Non-Travel,Research & Development,1,3,3,Female,2,Laboratory Technician,Married,2332,6,No,4,3,0,5,3,3,3,0,0,2
30,No,Travel_Frequently,Research & Development,3,3,3,Female,3,Research Scientist,Divorced,2083,1,No,4,3,1,1,2,3,1,0,0,0
30,No,Travel_Frequently,Research & Development,23,3,1,Male,1,Research Scientist,Divorced,2613,1,No,4,3,3,10,2,2,10,7,0,9
18,Yes,Travel_Frequently,Sales,5,3,2,Male,3,Sales Representative,Single,1878,1,Yes,3,4,0,0,3,3,0,0,0,0
41,No,Travel_Rarely,Sales,1,3,2,Male,4,Sales Executive,Married,8392,1,No,3,3,1,10,2,3,10,7,0,7
38,No,Travel_Frequently,Research & Development,12,3,1,Male,2,Healthcare Representative,Divorced,6288,2,No,3,3,1,13,3,2,4,3,1,2
50,No,Travel_Rarely,Research & Development,2,4,2,Male,3,Research Director,Married,19237,2,Yes,3,4,1,29,2,2,8,1,7,7
40,Yes,Travel_Rarely,Sales,25,4,4,Male,2,Sales Executive,Single,9094,2,Yes,3,3,0,9,2,3,5,4,1,0
35,No,Travel_Rarely,Research & Development,16,3,1,Male,4,Laboratory Technician,Married,2426,0,No,3,3,1,6,5,3,5,4,0,3
29,No,Travel_Rarely,Research & Development,15,2,4,Female,2,Laboratory Technician,Single,4193,0,Yes,3,4,0,10,3,3,9,5,0,8
57,No,Travel_Rarely,Research & Development,1,2,2,Male,4,Research Scientist,Married,4900,0,No,4,1,1,13,2,2,12,9,2,8
45,No,Travel_Rarely,Research & Development,1,3,3,Male,4,Manager,Married,19202,0,No,3,3,1,25,2,3,24,0,1,7
55,No,Travel_Rarely,Research & Development,22,3,1,Male,2,Research Scientist,Divorced,3537,5,No,3,4,1,8,1,3,4,2,1,2
34,No,Travel_Rarely,Research & Development,29,3,2,Male,3,Laboratory Technician,Married,5429,4,No,3,1,2,10,1,3,8,7,7,7
28,No,Travel_Rarely,Research & Development,8,2,4,Female,3,Research Scientist,Single,3310,1,No,4,4,0,5,3,3,5,3,0,2
26,No,Non-Travel,Research & Development,7,3,4,Male,3,Laboratory Technician,Single,2570,1,No,4,3,0,7,5,3,7,7,5,7
31,Yes,Travel_Frequently,Sales,2,3,3,Female,2,Sales Representative,Single,2785,7,No,3,3,0,3,3,4,1,0,0,0
36,No,Travel_Rarely,Research & Development,10,4,4,Female,3,Healthcare Representative,Married,7094,3,No,3,1,0,10,0,3,7,7,1,7
38,No,Travel_Rarely,Research & Development,1,3,4,Female,3,Research Director,Married,13582,1,No,3,2,1,15,3,3,15,12,5,11
40,No,Travel_Rarely,Research & Development,4,1,4,Female,3,Manager,Married,19033,1,No,3,2,1,21,2,3,20,8,9,9
55,Yes,Travel_Rarely,Sales,13,4,1,Male,4,Sales Executive,Single,13695,6,Yes,3,3,0,24,2,2,19,7,3,8
30,No,Non-Travel,Research & Development,3,3,3,Male,3,Laboratory Technician,Married,2097,4,No,3,3,1,9,3,1,5,3,1,4
37,No,Non-Travel,Research & Development,2,2,3,Male,2,Healthcare Representative,Divorced,5163,5,No,3,4,1,17,2,4,1,0,0,0
32,No,Travel_Rarely,Research & Development,4,3,3,Female,2,Manufacturing Director,Married,6162,1,No,3,3,1,14,3,3,14,13,6,8
27,No,Travel_Rarely,Research & Development,4,2,1,Male,3,Research Scientist,Divorced,2517,1,No,3,2,3,5,2,3,5,3,0,3
29,Yes,Travel_Frequently,Sales,13,3,1,Female,3,Sales Executive,Single,5765,5,No,3,1,0,7,4,1,5,3,0,0
42,No,Travel_Rarely,Research & Development,2,3,3,Male,2,Laboratory Technician,Married,4841,4,No,3,2,1,4,3,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,9,1,2,Male,3,Laboratory Technician,Married,2500,1,No,3,4,1,5,2,4,4,3,0,2
41,No,Travel_Rarely,Research & Development,7,2,2,Female,4,Research Scientist,Married,3376,1,No,3,3,0,10,3,3,10,6,0,8
54,No,Travel_Rarely,Sales,3,3,4,Female,3,Sales Executive,Married,5940,2,No,3,4,1,16,4,3,6,2,0,5
51,No,Travel_Rarely,Research & Development,1,3,3,Male,3,Research Scientist,Married,2723,1,No,3,2,0,1,0,2,1,0,0,0
31,No,Travel_Rarely,Research & Development,11,4,4,Male,3,Research Scientist,Married,2356,3,Yes,3,2,1,8,2,3,6,4,0,2
31,No,Travel_Rarely,Research & Development,23,3,2,Male,2,Healthcare Representative,Married,5582,0,No,4,2,1,10,2,3,9,0,7,8
29,No,Travel_Rarely,Research & Development,7,1,1,Female,2,Laboratory Technician,Divorced,2532,6,No,3,3,3,8,5,3,4,3,0,3
36,No,Travel_Rarely,Sales,17,2,3,Male,2,Sales Executive,Married,5507,2,No,3,3,2,12,1,1,4,2,1,3
39,No,Travel_Rarely,Research & Development,6,1,4,Male,2,Healthcare Representative,Married,9991,4,No,3,1,1,9,5,3,7,7,1,7
56,No,Travel_Rarely,Research & Development,1,2,1,Female,3,Research Scientist,Married,2066,2,No,4,4,1,5,3,4,3,2,1,0
30,No,Non-Travel,Research & Development,7,3,3,Male,3,Research Scientist,Divorced,1274,1,No,3,2,2,1,2,2,1,0,0,0
41,No,Travel_Rarely,Research & Development,6,3,4,Male,3,Laboratory Technician,Single,4721,2,Yes,3,3,0,20,3,3,18,13,2,17
34,No,Travel_Rarely,Sales,28,3,4,Female,2,Sales Executive,Married,6712,1,No,4,4,2,8,2,3,8,7,1,7
48,No,Travel_Rarely,Sales,29,1,1,Female,3,Manager,Married,12504,3,No,4,2,1,15,3,1,0,0,0,0
33,Yes,Travel_Rarely,Sales,5,3,4,Female,3,Sales Representative,Single,2851,1,Yes,3,2,0,1,2,3,1,0,0,0
55,No,Travel_Rarely,Research & Development,1,4,2,Male,4,Research Director,Divorced,14732,2,No,3,4,2,31,4,4,7,7,0,0
36,No,Travel_Frequently,Research & Development,18,4,3,Male,4,Laboratory Technician,Married,3688,4,No,3,4,2,4,2,3,1,0,0,0
58,No,Travel_Rarely,Sales,10,4,4,Male,3,Sales Executive,Single,13872,0,No,3,3,0,38,1,2,37,10,1,8
46,Yes,Travel_Rarely,Sales,10,3,3,Female,3,Sales Executive,Married,7314,5,No,4,3,3,14,2,3,8,7,0,7
43,No,Travel_Rarely,Research & Development,8,4,3,Female,3,Healthcare Representative,Divorced,4522,4,Yes,3,4,0,8,3,3,5,2,0,2
29,No,Travel_Rarely,Research & Development,23,2,3,Male,4,Research Scientist,Married,2700,1,No,4,3,1,10,3,3,10,7,0,7
56,No,Travel_Rarely,Research & Development,23,3,4,Male,3,Manufacturing Director,Married,13402,4,Yes,3,1,1,33,0,3,19,16,15,9
27,No,Travel_Rarely,Research & Development,2,4,4,Female,3,Laboratory Technician,Divorced,2341,1,No,3,4,1,1,6,3,1,0,0,0
24,Yes,Travel_Rarely,Sales,1,1,1,Female,3,Sales Representative,Single,3202,1,Yes,3,2,0,6,4,3,5,3,1,4
38,No,Travel_Frequently,Research & Development,23,3,4,Male,2,Manufacturing Director,Single,9526,0,No,4,2,0,10,2,3,9,7,1,8
33,No,Travel_Rarely,Human Resources,2,3,2,Male,3,Human Resources,Married,3600,1,No,3,4,1,5,2,3,5,4,1,4
46,No,Travel_Rarely,Sales,2,3,3,Male,3,Sales Executive,Divorced,10368,4,Yes,3,2,1,13,5,2,10,6,0,3
34,No,Travel_Rarely,Sales,3,3,4,Male,1,Sales Executive,Single,4759,3,No,3,4,0,15,2,3,13,9,3,12
32,Yes,Travel_Rarely,Sales,4,4,4,Male,1,Sales Executive,Married,10400,1,No,3,3,0,14,2,2,14,8,9,8
46,No,Travel_Rarely,Sales,3,3,3,Female,3,Manager,Married,16606,8,No,3,4,1,23,2,4,13,12,5,1
33,Yes,Travel_Rarely,Research & Development,10,1,1,Male,1,Laboratory Technician,Divorced,3408,7,No,3,1,3,8,2,3,4,3,1,3
36,No,Travel_Rarely,Research & Development,10,3,4,Male,3,Healthcare Representative,Married,8321,7,Yes,3,4,1,15,1,3,12,8,5,7
38,No,Travel_Rarely,Sales,1,4,4,Male,3,Sales Executive,Married,4440,0,No,3,1,2,16,3,3,15,13,5,8
35,No,Travel_Rarely,Research & Development,16,3,4,Female,2,Healthcare Representative,Single,8606,1,No,3,4,0,11,3,1,11,8,3,3
45,No,Travel_Frequently,Research & Development,7,3,1,Male,3,Laboratory Technician,Divorced,5210,1,No,3,1,1,24,2,3,24,9,9,11
36,No,Travel_Rarely,Research & Development,3,3,3,Male,3,Research Scientist,Single,4485,4,No,3,4,0,10,2,3,8,0,7,7
36,No,Travel_Rarely,Research & Development,5,4,2,Female,3,Healthcare Representative,Married,8008,4,No,3,3,2,9,6,3,3,2,0,2
39,No,Travel_Rarely,Research & Development,19,4,4,Male,3,Research Scientist,Divorced,3902,8,No,3,2,3,7,2,3,2,2,2,2
43,No,Travel_Rarely,Research & Development,14,2,2,Male,3,Research Director,Married,17159,6,No,4,3,1,22,3,3,4,1,1,0
41,No,Travel_Rarely,Sales,4,1,3,Female,3,Sales Executive,Divorced,10447,0,Yes,3,4,1,23,3,4,22,14,13,5
56,No,Travel_Frequently,Research & Development,9,3,1,Female,3,Research Scientist,Married,2942,2,No,3,2,1,18,4,3,5,4,0,3
27,No,Travel_Rarely,Research & Development,1,2,4,Male,3,Laboratory Technician,Divorced,3816,1,No,3,2,1,5,2,3,5,2,0,4
26,Yes,Non-Travel,Sales,29,2,2,Male,1,Sales Executive,Single,4969,8,No,3,4,0,7,6,3,2,2,2,2
29,Yes,Travel_Rarely,Human Resources,13,3,1,Male,2,Human Resources,Divorced,2335,4,Yes,3,4,3,4,3,3,2,2,2,0
31,No,Travel_Frequently,Research & Development,3,4,2,Male,3,Research Director,Divorced,13675,9,No,3,1,1,9,3,3,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,24,3,3,Male,2,Laboratory Technician,Single,2028,5,Yes,3,2,0,6,4,3,4,2,0,3
25,No,Travel_Rarely,Sales,28,3,1,Male,2,Sales Executive,Married,8639,2,No,3,4,0,6,3,3,2,2,2,2
30,Yes,Travel_Frequently,Sales,12,4,2,Male,2,Sales Representative,Married,2033,1,No,3,3,1,1,2,4,1,0,0,0
44,No,Non-Travel,Research & Development,24,3,1,Male,1,Laboratory Technician,Single,3708,2,No,3,3,0,9,5,3,5,2,1,4
21,Yes,Travel_Frequently,Research & Development,10,2,1,Female,2,Laboratory Technician,Single,2625,1,No,4,3,0,2,2,1,2,2,2,2
38,No,Travel_Rarely,Research & Development,2,5,4,Male,3,Research Scientist,Married,3057,6,Yes,3,2,1,6,0,1,1,0,0,1
25,No,Travel_Rarely,Sales,10,4,3,Male,3,Sales Executive,Single,4950,0,No,3,2,0,5,4,3,4,3,1,1
32,No,Travel_Frequently,Research & Development,7,3,2,Male,4,Laboratory Technician,Married,2794,1,No,4,3,0,5,3,1,5,1,0,3
33,No,Travel_Rarely,Research & Development,2,3,3,Male,3,Laboratory Technician,Single,2496,4,No,3,4,0,7,3,3,1,1,0,0
42,No,Travel_Rarely,Research & Development,7,4,2,Female,4,Research Scientist,Married,2372,6,Yes,3,4,0,18,2,3,1,0,0,0
45,No,Travel_Rarely,Research & Development,20,3,2,Male,1,Healthcare Representative,Divorced,10851,2,Yes,3,2,1,24,2,3,7,7,0,7
57,No,Travel_Rarely,Research & Development,1,4,4,Male,3,Healthcare Representative,Married,6755,2,No,3,3,0,15,2,3,3,2,1,2
44,No,Travel_Rarely,Research & Development,10,4,4,Male,3,Healthcare Representative,Married,6465,2,Yes,3,4,0,9,5,4,4,2,1,3
35,No,Travel_Rarely,Research & Development,25,2,1,Male,2,Laboratory Technician,Single,3681,4,No,3,4,0,9,3,3,3,2,0,2
29,No,Travel_Rarely,Human Resources,17,3,2,Male,2,Human Resources,Single,7988,1,No,3,1,0,10,3,2,10,9,0,9
48,No,Travel_Frequently,Research & Development,4,5,3,Male,2,Manager,Married,15202,2,No,4,2,1,23,3,3,2,2,2,2
44,No,Travel_Rarely,Sales,5,3,2,Male,3,Manager,Married,18213,7,No,3,3,1,26,5,3,22,9,3,10
55,No,Travel_Frequently,Research & Development,2,1,4,Male,3,Manufacturing Director,Married,10976,3,No,3,2,1,23,4,3,3,2,1,2
18,Yes,Non-Travel,Research & Development,8,1,3,Male,3,Laboratory Technician,Single,1904,1,No,3,4,0,0,0,3,0,0,0,0
30,No,Travel_Rarely,Research & Development,1,2,4,Male,3,Laboratory Technician,Married,3748,1,No,3,3,0,12,6,2,12,8,1,7
33,No,Travel_Rarely,Research & Development,25,3,4,Male,2,Manufacturing Director,Single,4320,1,No,3,4,0,5,2,3,5,3,0,2
32,No,Travel_Rarely,Sales,4,2,3,Female,3,Sales Representative,Married,3931,2,No,3,1,1,6,5,3,4,3,1,2
29,Yes,Travel_Rarely,Research & Development,10,3,4,Female,2,Research Scientist,Single,2404,6,Yes,4,3,0,3,5,3,0,0,0,0
55,No,Travel_Rarely,Research & Development,14,4,3,Male,4,Research Director,Single,18722,8,No,3,4,0,36,3,3,24,15,2,15
24,Yes,Travel_Rarely,Human Resources,22,1,4,Male,1,Human Resources,Married,1555,1,No,3,3,1,1,2,3,1,0,0,0
36,No,Travel_Rarely,Sales,1,4,2,Female,3,Sales Executive,Single,6815,6,No,3,1,0,15,5,3,1,0,0,0
35,Yes,Travel_Frequently,Sales,18,4,4,Female,3,Sales Executive,Married,4614,0,Yes,3,3,1,5,0,2,4,2,3,2
39,No,Non-Travel,Research & Development,25,2,3,Male,3,Healthcare Representative,Married,10920,3,No,4,2,1,13,2,3,6,4,0,5
33,No,Travel_Rarely,Sales,8,4,3,Male,3,Sales Executive,Divorced,7104,0,No,3,4,0,6,3,3,5,0,1,2
31,No,Travel_Rarely,Sales,7,3,4,Male,3,Sales Executive,Divorced,7547,4,No,3,4,3,13,3,3,7,7,1,7
27,No,Travel_Frequently,Sales,8,1,3,Male,3,Sales Executive,Married,4342,0,No,3,2,1,5,3,3,4,2,1,1
38,No,Travel_Rarely,Research & Development,4,2,4,Female,3,Laboratory Technician,Married,3306,7,No,3,4,1,7,5,2,0,0,0,0
33,No,Travel_Rarely,Research & Development,1,3,2,Female,2,Healthcare Representative,Single,6949,0,No,3,1,0,6,3,3,5,0,1,4
54,No,Travel_Rarely,Research & Development,7,4,4,Female,3,Research Scientist,Married,6854,4,No,3,2,1,14,2,2,7,1,1,7
47,No,Travel_Rarely,Research & Development,25,3,1,Male,3,Healthcare Representative,Single,8633,2,No,4,2,0,25,3,3,17,14,12,11
36,No,Travel_Rarely,Research & Development,6,3,2,Female,4,Laboratory Technician,Married,3038,3,No,3,2,0,5,3,3,1,0,0,0
35,No,Travel_Rarely,Research & Development,4,2,3,Male,3,Laboratory Technician,Divorced,1951,1,No,3,3,1,1,3,3,1,0,0,0
26,Yes,Travel_Rarely,Human Resources,20,2,4,Female,3,Human Resources,Married,2148,0,Yes,3,3,0,6,3,3,5,1,1,4
28,No,Travel_Rarely,Research & Development,27,3,2,Female,1,Manufacturing Director,Divorced,4877,0,No,4,2,1,6,5,2,5,3,0,0
40,No,Travel_Rarely,Research & Development,15,3,1,Female,2,Manufacturing Director,Married,10435,1,No,3,4,2,18,2,3,18,15,14,12
29,Yes,Travel_Frequently,Sales,24,3,3,Male,4,Sales Representative,Single,1091,1,No,3,4,0,1,3,3,1,0,0,0
37,No,Travel_Rarely,Sales,16,4,4,Male,2,Sales Executive,Divorced,6334,4,No,3,4,2,9,2,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,10,2,4,Male,4,Research Scientist,Single,4680,3,No,3,1,0,4,2,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,28,4,3,Female,3,Research Scientist,Divorced,2514,4,No,4,1,1,11,1,3,7,5,1,7
35,No,Travel_Rarely,Research & Development,5,4,3,Male,3,Manufacturing Director,Single,8095,0,No,3,4,0,17,5,3,16,6,0,13
38,No,Travel_Frequently,Research & Development,8,3,4,Female,2,Research Scientist,Divorced,2133,1,Yes,3,3,1,20,3,3,20,11,0,7
50,No,Travel_Rarely,Research & Development,4,1,1,Male,3,Research Director,Divorced,19144,3,No,3,1,2,28,4,2,10,4,1,6
38,No,Travel_Rarely,Sales,3,4,2,Male,3,Sales Executive,Single,6861,8,Yes,3,3,0,19,1,3,1,0,0,0
48,No,Travel_Rarely,Sales,2,1,2,Male,4,Sales Executive,Married,8120,3,No,3,4,0,12,3,3,2,2,2,2
25,No,Travel_Rarely,Sales,3,1,3,Male,3,Sales Executive,Married,4194,1,Yes,3,4,0,5,3,3,5,3,0,3
27,No,Travel_Rarely,Research & Development,4,3,2,Male,4,Manufacturing Director,Married,6142,1,Yes,4,2,1,6,0,3,6,2,0,3
33,No,Non-Travel,Research & Development,4,3,4,Male,3,Research Scientist,Divorced,3055,5,No,3,4,2,11,2,2,9,8,1,7
52,No,Travel_Frequently,Research & Development,25,4,3,Female,2,Manufacturing Director,Married,13826,3,No,4,3,0,31,3,3,9,8,0,0
34,No,Travel_Rarely,Research & Development,7,4,1,Female,3,Research Director,Single,11994,0,No,3,3,0,13,4,3,12,6,2,11
45,No,Travel_Rarely,Research & Development,2,3,2,Female,2,Research Scientist,Single,2274,1,No,3,4,0,1,3,3,1,0,0,0
60,No,Travel_Rarely,Sales,7,4,2,Male,4,Sales Executive,Divorced,5220,0,Yes,3,2,1,12,3,3,11,7,1,9
56,No,Travel_Rarely,Research & Development,7,3,4,Male,1,Manufacturing Director,Single,7260,4,No,3,1,0,37,3,2,6,4,0,2
28,Yes,Travel_Rarely,Research & Development,2,4,1,Male,3,Laboratory Technician,Single,3485,2,No,3,3,0,5,5,1,0,0,0,0
36,No,Travel_Rarely,Human Resources,8,3,1,Male,2,Human Resources,Married,2342,0,No,4,3,0,6,3,3,5,4,0,3
47,Yes,Travel_Frequently,Sales,27,2,2,Female,4,Sales Executive,Single,6397,4,Yes,3,4,0,8,2,3,5,4,1,3
55,No,Travel_Rarely,Research & Development,2,3,3,Female,3,Manager,Single,16659,2,Yes,3,3,0,30,2,3,5,4,1,2
42,No,Non-Travel,Research & Development,23,2,4,Male,2,Research Scientist,Single,4332,1,No,3,4,0,20,2,3,20,9,3,7
39,No,Travel_Rarely,Research & Development,10,1,3,Male,3,Research Director,Single,13464,7,No,4,3,0,9,3,3,4,3,2,2
50,No,Travel_Rarely,Sales,8,4,4,Male,3,Sales Representative,Married,3875,7,No,3,4,1,4,2,3,2,2,2,2
43,No,Travel_Frequently,Research & Development,21,3,4,Male,3,Laboratory Technician,Married,2258,7,No,4,1,1,8,1,3,3,2,1,2
28,No,Travel_Rarely,Research & Development,10,3,3,Female,3,Research Scientist,Single,3660,3,No,3,4,0,10,4,4,8,7,1,7
30,No,Travel_Rarely,Research & Development,2,1,2,Male,2,Laboratory Technician,Single,2720,0,No,3,4,0,6,3,3,5,3,1,2
50,No,Travel_Rarely,Sales,1,4,4,Female,3,Manager,Divorced,19517,3,No,3,3,1,32,3,2,7,0,0,6
47,Yes,Non-Travel,Research & Development,29,4,1,Male,3,Manager,Married,11849,1,Yes,3,4,1,10,2,2,10,7,9,9
36,No,Travel_Frequently,Human Resources,2,1,2,Male,2,Human Resources,Single,3886,1,No,4,4,0,10,2,2,10,1,0,8
30,No,Travel_Rarely,Sales,8,2,3,Male,3,Sales Executive,Divorced,7264,5,No,3,1,1,10,2,4,8,4,7,7
32,No,Travel_Rarely,Sales,1,4,3,Female,3,Sales Executive,Married,10422,1,No,3,3,2,14,3,3,14,10,5,7
29,No,Travel_Rarely,Sales,3,2,2,Female,3,Sales Executive,Married,5561,1,No,3,1,1,6,5,2,6,0,1,2
38,Yes,Travel_Rarely,Research & Development,29,1,2,Male,3,Healthcare Representative,Married,6673,7,Yes,3,2,0,17,2,3,1,0,0,0
37,No,Non-Travel,Sales,9,4,1,Male,3,Sales Executive,Divorced,8834,1,No,3,4,1,9,6,3,9,5,7,7
38,No,Travel_Rarely,Sales,10,4,3,Male,2,Sales Executive,Divorced,8740,0,Yes,3,2,2,9,2,3,8,7,2,7
46,No,Travel_Rarely,Sales,2,3,3,Female,3,Manager,Married,17048,8,No,4,1,0,28,2,3,26,15,15,9
30,No,Travel_Rarely,Research & Development,24,1,4,Male,3,Laboratory Technician,Divorced,2693,1,No,4,2,1,1,2,3,1,0,0,0
27,No,Travel_Rarely,Sales,11,3,3,Female,4,Sales Representative,Married,2534,8,No,3,2,1,5,4,3,1,0,0,0
45,No,Travel_Rarely,Research & Development,28,2,4,Female,2,Research Director,Single,16704,1,No,3,3,0,21,2,3,21,6,8,6
40,No,Travel_Rarely,Sales,14,2,4,Female,3,Sales Executive,Married,4639,1,No,3,3,1,5,2,3,5,4,1,2
51,No,Travel_Rarely,Human Resources,5,3,3,Male,3,Manager,Divorced,14026,1,Yes,3,2,1,33,2,3,33,9,0,10
38,No,Travel_Frequently,Research & Development,2,2,3,Female,2,Laboratory Technician,Married,2468,4,No,3,2,1,9,4,2,6,1,0,5
31,No,Travel_Rarely,Research & Development,12,1,3,Female,3,Research Scientist,Married,3929,8,Yes,4,3,1,7,0,3,4,2,0,2
31,No,Travel_Rarely,Research & Development,7,4,3,Female,3,Manufacturing Director,Single,7143,1,Yes,3,3,0,11,2,2,11,9,4,10
29,No,Travel_Rarely,Human Resources,6,1,4,Male,2,Human Resources,Married,2804,1,No,3,4,0,1,3,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,10,4,3,Male,3,Manufacturing Director,Single,4197,2,Yes,3,4,0,18,2,2,1,0,0,1
24,No,Travel_Rarely,Sales,3,2,1,Female,3,Sales Executive,Married,4999,0,No,4,1,1,4,2,2,3,2,0,2
40,No,Non-Travel,Research & Development,16,2,3,Male,3,Research Scientist,Divorced,3544,9,No,3,2,1,6,0,3,4,2,0,0
45,No,Travel_Rarely,Sales,2,3,4,Male,3,Sales Executive,Married,4805,0,No,3,2,1,9,3,4,8,7,3,7
47,No,Non-Travel,Sales,2,4,3,Male,3,Sales Executive,Married,4978,7,No,3,4,1,4,3,1,1,0,0,0
39,No,Travel_Rarely,Research & Development,10,5,2,Male,3,Manufacturing Director,Married,5377,2,No,3,4,3,10,3,3,7,7,7,7
34,No,Travel_Rarely,Sales,1,4,2,Male,4,Sales Executive,Divorced,9725,0,No,3,4,1,16,2,2,15,1,0,9
52,No,Travel_Rarely,Research & Development,1,4,3,Male,2,Manager,Married,19999,0,No,3,1,1,34,5,3,33,18,11,9
28,No,Travel_Rarely,Research & Development,19,4,4,Male,2,Laboratory Technician,Married,3196,1,No,3,3,3,6,2,3,6,5,3,3
29,No,Travel_Frequently,Research & Development,1,3,4,Male,4,Healthcare Representative,Single,6294,8,Yes,3,4,0,10,5,4,3,2,0,2
35,No,Travel_Frequently,Research & Development,2,4,1,Male,2,Research Scientist,Single,4930,0,Yes,3,3,0,6,2,4,5,4,1,4
44,Yes,Travel_Frequently,Research & Development,24,3,4,Male,3,Laboratory Technician,Divorced,3161,3,Yes,4,4,1,19,0,1,1,0,0,0
49,No,Travel_Rarely,Research & Development,6,1,3,Female,2,Healthcare Representative,Married,13966,2,Yes,3,2,1,30,3,3,15,11,2,12
34,No,Travel_Rarely,Research & Development,2,4,4,Male,2,Research Scientist,Divorced,2768,3,No,3,3,1,14,3,3,7,3,5,7
38,No,Travel_Rarely,Research & Development,1,3,3,Female,3,Manufacturing Director,Single,7861,4,Yes,3,4,0,10,4,4,1,0,0,0
32,No,Travel_Rarely,Research & Development,2,1,4,Male,2,Laboratory Technician,Single,2176,4,No,3,4,0,9,5,3,6,2,0,4
23,No,Travel_Rarely,Research & Development,20,1,1,Male,3,Laboratory Technician,Single,2272,0,No,3,2,0,5,2,3,4,3,1,2
30,No,Travel_Rarely,Sales,29,4,3,Male,3,Sales Executive,Divorced,4115,8,No,3,3,3,8,3,3,4,3,0,3
51,No,Travel_Rarely,Research & Development,7,4,2,Male,2,Manufacturing Director,Married,6132,2,No,3,3,0,10,2,3,1,0,0,0
35,No,Travel_Rarely,Research & Development,25,4,3,Female,3,Healthcare Representative,Divorced,10388,1,Yes,3,3,1,16,3,2,16,10,10,1
42,Yes,Travel_Frequently,Research & Development,19,3,3,Male,4,Research Scientist,Divorced,2759,6,Yes,3,4,0,7,2,3,2,2,2,2
31,No,Non-Travel,Research & Development,5,3,2,Male,3,Manufacturing Director,Single,9936,0,No,3,2,0,10,2,3,9,4,1,7
33,No,Travel_Frequently,Sales,5,1,2,Male,3,Sales Executive,Married,9998,6,No,3,1,0,8,2,4,5,4,1,2
41,No,Travel_Rarely,Sales,3,3,3,Male,2,Sales Executive,Divorced,8938,2,No,3,3,1,14,5,3,5,4,0,4
25,No,Travel_Rarely,Human Resources,2,3,3,Female,3,Human Resources,Married,2187,4,No,3,3,0,6,3,3,2,0,1,2
45,No,Travel_Rarely,Research & Development,20,2,3,Male,3,Healthcare Representative,Married,13496,0,Yes,3,2,0,21,2,3,20,7,4,10
32,Yes,Travel_Rarely,Research & Development,25,4,1,Male,3,Laboratory Technician,Single,2795,1,Yes,4,3,0,1,2,1,1,0,0,1
37,No,Travel_Rarely,Research & Development,1,4,2,Female,3,Manufacturing Director,Married,6447,6,No,3,2,1,8,2,2,6,5,4,3
34,No,Travel_Rarely,Research & Development,2,4,4,Male,2,Manufacturing Director,Married,5957,6,No,3,2,1,13,3,3,11,9,5,9
34,No,Travel_Frequently,Sales,2,4,3,Female,3,Sales Representative,Married,2231,6,No,3,4,1,6,3,3,4,3,1,2
18,No,Travel_Rarely,Sales,10,3,4,Female,2,Sales Representative,Single,1200,1,No,3,1,0,0,2,3,0,0,0,0
24,No,Travel_Rarely,Research & Development,29,1,2,Male,3,Laboratory Technician,Divorced,3907,1,No,3,2,3,6,2,4,6,2,1,2
37,No,Travel_Frequently,Research & Development,9,3,2,Male,3,Research Scientist,Married,2326,1,Yes,3,3,3,4,3,2,4,2,1,2
28,No,Travel_Rarely,Research & Development,21,3,3,Male,3,Research Scientist,Married,2713,1,No,3,3,1,5,2,1,5,2,0,2
37,No,Travel_Rarely,Sales,3,3,3,Male,3,Sales Executive,Single,7428,2,No,3,1,0,12,3,3,5,3,1,3
32,No,Travel_Frequently,Sales,5,2,2,Male,3,Sales Executive,Married,6524,1,No,3,4,1,10,3,3,10,8,5,3
